,koi_pdisposition,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_teq,koi_insol,koi_dor,koi_num_transits,koi_steff,koi_slogg,koi_srad,koi_smass
0,1,0.146,2.9575,615.8,0.022344,3.20796,2.26,793.0,93.59,24.81,142.0,5455.0,4.467,0.927,0.919
1,1,0.586,4.507,874.8,0.027954000000000003,3.02368,2.83,443.0,9.11,77.9,25.0,5455.0,4.467,0.927,0.919
2,1,0.969,1.7822,10829.0,0.15404600000000002,7.29555,14.6,638.0,39.3,53.5,56.0,5853.0,4.544,0.868,0.961
3,0,1.276,2.4064099999999997,8079.2,0.387394,0.2208,33.46,1395.0,891.96,3.278,621.0,5805.0,4.564,0.791,0.836
4,1,0.701,1.6545,603.3,0.024064,1.98635,2.75,1406.0,926.16,8.75,515.0,6031.0,4.438,1.046,1.095
5,1,0.538,4.5945,1517.5,0.036779,0.67324,3.9,835.0,114.81,16.36,95.0,6046.0,4.486000000000001,0.972,1.053
6,1,0.762,3.1402,686.0,0.026133,0.37377,2.77,1160.0,427.65,6.96,240.0,6046.0,4.486000000000001,0.972,1.053
7,1,0.755,2.429,226.5,0.014983000000000002,0.48908999999999997,1.59,1360.0,807.74,5.54,355.0,6046.0,4.486000000000001,0.972,1.053
8,0,1.169,5.022,233.7,0.183387,0.00485,39.21,1342.0,767.22,2.4,185.0,6227.0,3.986,1.958,1.358
9,1,0.052,3.5347,4914.3,0.062161,3.6659,5.76,600.0,30.75,36.85,69.0,5031.0,4.485,0.848,0.801
10,1,0.818,1.7431900000000002,14231.0,0.12387100000000001,1.83538,13.04,1339.0,761.46,8.3977,432.0,5820.0,4.457,0.964,0.971
11,1,0.224,3.88864,6674.7,0.075522,0.37936,16.1,2048.0,4148.92,4.602,611.0,6440.0,4.019,1.952,1.449
12,1,0.631,3.19843,9145.7,0.092086,0.65374,14.59,1521.0,1264.67,7.541,384.0,6225.0,4.169,1.451,1.132
13,1,0.051,2.6302,131.1,0.010424,1.7745099999999998,1.16,1206.0,500.46,10.888,352.0,5833.0,4.407,1.022,0.974
14,0,2.483,3.6399,17984.0,1.625358,1.27376,150.51,753.0,75.88,20.75,96.0,5795.0,4.553999999999999,0.848,0.938
15,0,0.804,12.2155,8918.7,0.096729,0.03785,7.18,523.0,17.69,9.099,71.0,5043.0,4.591,0.68,0.657
16,0,1.065,4.798430000000001,74284.0,0.476633,1.57359,49.29,698.0,55.97,31.323,55.0,6117.0,4.496,0.947,1.025
17,0,0.292,9.4378,10479.0,0.09250900000000001,0.19353,7.94,595.0,29.61,14.05,66.0,5152.0,4.5169999999999995,0.786,0.741
18,1,0.387,3.2875,1288.3,0.032563,1.93557,2.47,649.0,41.85,20.65,144.0,4856.0,4.583,0.696,0.676
19,1,0.258,1.5821,1912.7,0.038838,13.09803,2.85,678.0,50.04,29.31,215.0,4537.0,4.648,0.672,0.761
20,0,0.044,3.6129,397.9,0.017672999999999998,0.51471,1.58,1066.0,305.34,5.827,501.0,4989.0,4.504,0.819,0.781
21,1,0.092,3.0278,831.0,0.025706,1.7378200000000001,2.55,919.0,168.99,13.8015,247.0,5185.0,4.44,0.91,0.831
22,1,0.226,2.5984,363.3,0.017105000000000002,1.8563599999999998,1.7,1018.0,253.15,11.51,322.0,5185.0,4.44,0.91,0.831
23,1,0.025,3.596,217.4,0.013127000000000002,1.5302,1.3,800.0,97.03,17.46,141.0,5185.0,4.44,0.91,0.831
24,0,0.9765,6.8057,24927.0,0.24052800000000002,4.63335,41.5,297.0,1.84,332.0,385.00676798860127,5543.0,4.081,1.58,1.103
25,1,0.896,3.4555,857.2,0.032666,0.60007,2.95,530.0,18.64,24.6,62.0,4954.0,4.5,0.828,0.791
26,1,0.71,2.1717,934.7,0.030014,1.71827,2.78,917.0,166.95,13.14,208.0,5339.0,4.552,0.847,0.931
27,1,0.424,2.875,750.8,0.025377,1.24482,2.3,1012.0,247.87,10.64,311.0,5644.0,4.564,0.831,0.928
28,0,0.86,1.5155,2211.7,0.049899,0.8472200000000001,4.53,1452.0,1054.12,4.67,882.0,5714.0,4.563,0.831,0.926
29,0,0.701,53.412,18091.0,0.131705,0.02605,14.14,196.0,0.35,85.24,3.0,5520.0,4.466,0.983,1.03
30,0,1.248,7.633,5123.3,0.33462800000000004,0.12410999999999998,39.87,505.0,15.43,29.1,13.0,6144.0,4.402,1.091,1.093
31,1,0.468,5.588,724.2,0.024901,1.40588,2.82,529.0,18.53,47.8,37.0,5481.0,4.369,1.036,0.915
32,1,0.045,4.6297,2213.9,0.041693,3.9471,3.86,439.0,8.76,70.75,26.0,5031.0,4.485,0.848,0.801
33,1,0.105,2.5819,1036.9,0.028604,3.2870699999999995,2.65,823.0,108.3,18.94,167.0,5031.0,4.485,0.848,0.801
34,1,0.799,3.2554,1121.9,0.034369,1.10942,3.1,593.0,29.31,24.7,65.0,5015.0,4.499,0.826,0.785
35,1,0.021,4.7971,1804.8,0.03852,2.79093,3.36,506.0,15.55,53.95,34.0,5586.0,4.56,0.798,0.844
36,1,0.606,6.473,652.0,0.024319999999999998,1.60558,2.12,359.0,3.92,89.4,11.0,5586.0,4.56,0.798,0.844
37,1,0.831,2.22739,9802.0,0.103379,1.46169,12.21,1103.0,349.4,12.386,269.0,5712.0,4.359,1.082,0.976
38,0,1.016,3.3827,860.4,0.06584,0.02818,6.54,1222.0,527.81,2.22,387.0,5550.0,4.468,0.91,0.889
39,1,0.312,3.7362,460.0,0.019816999999999998,0.67106,2.1,1133.0,389.62,8.95,238.0,6075.0,4.486000000000001,0.969,1.048
40,0,0.723,5.2514,11766.0,0.10695299999999999,0.6755899999999999,12.42,730.0,67.03,23.98,59.0,6074.0,4.391,1.063,1.014
41,1,0.787,2.9472,601.6,0.024775,0.5108699999999999,2.94,1093.0,337.68,9.25,244.0,5779.0,4.3389999999999995,1.087,0.941
42,1,0.355,10.5989,2793.1,0.048175,0.28189000000000003,5.5,516.0,16.72,29.47,33.0,5468.0,4.367,1.046,0.93
43,1,0.023,2.2514,1041.6,0.029305,6.73215,2.52,790.0,91.9,29.18,127.0,5592.0,4.582,0.787,0.862
44,1,0.597,3.1744,1487.3,0.036795999999999995,0.67162,4.43,1243.0,565.35,8.45,323.0,6174.0,4.417,1.103,1.162
45,1,0.105,2.5058700000000003,16814.0,0.117059,2.09079,12.21,1219.0,521.13,9.571,474.0,5532.0,4.452,0.955,0.941
46,0,0.812,14.561,8503.7,0.095386,0.0371,7.34,430.0,8.11,13.12,31.0,5040.0,4.628,0.705,0.782
47,1,0.151,2.6557,426.7,0.018878,1.7079799999999998,1.89,1147.0,408.99,10.71,360.0,5880.0,4.518,0.917,1.01
48,1,0.405,3.15,1010.9,0.029330000000000002,1.01996,3.25,1104.0,351.23,10.19,302.0,5714.0,4.428,1.015,1.007
49,1,0.911,2.6255,1023.5,0.035628,0.63438,3.95,806.0,99.68,16.31,109.0,5714.0,4.428,1.015,1.007
50,1,0.602,3.573,1510.9,0.03681,2.93923,3.07,489.0,13.49,47.7,51.0,5129.0,4.595,0.763,0.846
51,1,0.866,3.3539,511.7,0.023908000000000002,0.49865,2.64,785.0,89.61,16.93,101.0,5854.0,4.406000000000001,1.012,0.951
52,1,0.898,3.0014,192.4,0.015119999999999998,0.23879,1.79,997.0,233.31,8.62,181.0,5779.0,4.3389999999999995,1.087,0.941
53,0,0.137,2.3078,24446.0,0.14393599999999998,7.48712,15.03,967.0,206.78,27.99,180.0,6108.0,4.468999999999999,0.956,0.981
54,1,0.001,3.0249,1127.1,0.029758,5.4538,2.0,433.0,8.35,42.62,65.0,4126.0,4.6610000000000005,0.615,0.633
55,1,0.041,2.0805,1306.1,0.03209,8.09685,2.16,553.0,22.18,29.84,135.0,4126.0,4.6610000000000005,0.615,0.633
56,1,0.028,4.007,1122.3,0.029681,5.21237,1.99,332.0,2.88,71.53,27.0,4126.0,4.6610000000000005,0.615,0.633
57,1,0.558,2.683,5226.5,0.068178,1.24118,6.02,1023.0,258.34,9.7,357.0,5497.0,4.577,0.809,0.907
58,1,0.911,3.362,6256.0,0.08806900000000001,1.8954900000000001,7.51,467.0,11.29,54.7,36.0,5446.0,4.507,0.781,0.714
59,1,0.915,1.1196,821.7,0.032248,1.50915,1.99,822.0,107.6,7.38,472.0,4149.0,4.698,0.564,0.578
60,0,0.324,6.5036,14489.0,0.111248,0.38489,11.23,833.0,113.94,13.012,117.0,5746.0,4.393,0.924,0.77
61,1,0.28,1.9982,971.2,0.027998000000000002,2.41093,2.34,1070.0,311.16,8.86,578.0,5005.0,4.595,0.765,0.85
62,1,1.198,0.558,556.4,0.232818,8.66412,19.45,734.0,68.63,28.8,168.0,5005.0,4.595,0.765,0.85
63,1,0.624,3.133,23.2,0.004612,0.47024,0.55,1272.0,617.61,6.65,357.0,5779.0,4.3389999999999995,1.087,0.941
64,1,0.679,2.5237,2804.5,0.051287,3.14915,2.65,396.0,5.82,28.2,115.0,3688.0,4.79,0.473,0.503
65,1,0.39,4.3084,2793.3,0.049152,0.6439199999999999,5.31,1015.0,251.38,11.37,205.0,5992.0,4.415,0.989,0.927
66,1,0.547,7.5377,3001.0,0.051358,0.10578,4.86,833.0,113.64,6.66,188.0,5485.0,4.556,0.867,0.986
67,1,0.031,2.7594,1219.8,0.031585,8.48241,1.93,393.0,5.66,55.02,67.0,4077.0,4.702,0.56,0.576
68,1,0.628,1.369,1053.3,0.031152999999999997,18.09666,1.91,488.0,13.43,45.9,126.0,4077.0,4.702,0.56,0.576
69,1,0.883,3.8896,916.6,0.032536,0.27483,2.66,677.0,49.68,13.07,107.0,5557.0,4.603,0.75,0.832
70,1,0.852,6.802,615.2,0.025934,0.22039,2.87,531.0,18.77,28.2,29.0,5854.0,4.406000000000001,1.012,0.951
71,0,1.213,3.813,725.3,0.243351,0.01791,21.55,1032.0,268.67,2.19,780.0,5295.0,4.551,0.811,0.853
72,0,1.26,2.1145,1620.6,0.305244,0.09631,32.43,1547.0,1355.88,2.38,664.0,5735.0,4.41,0.973,0.889
73,1,0.023,3.0099,837.5,0.026532999999999998,0.9161799999999999,3.12,1420.0,960.79,7.088,494.0,6214.0,4.442,1.076,1.169
74,1,0.012,4.0491,950.4,0.028255000000000002,0.9986700000000001,3.32,1025.0,260.58,14.003,165.0,6214.0,4.442,1.076,1.169
75,0,0.1601,2.505,459.9,0.019561000000000002,7.767460000000001,1.88,711.0,60.35,43.54,385.00676798860127,5799.0,4.539,0.878,0.975
76,1,0.022,2.7245,1123.5,0.030119,3.8632800000000005,2.59,751.0,75.44,24.47,159.0,5354.0,4.587,0.788,0.884
77,1,0.094,5.039,931.3,0.027422000000000002,4.2644400000000005,2.36,390.0,5.49,93.71,22.0,5354.0,4.587,0.788,0.884
78,1,0.55,5.1497,6105.6,0.073758,0.61222,7.4,753.0,76.15,17.27,104.0,5795.0,4.508,0.919,0.992
79,0,1.268,1.8868,1976.3,0.318591,0.1372,46.58,1920.0,3209.29,2.46,481.0,6017.0,4.22,1.339,1.083
80,0,1.215,3.836,871.7,0.247006,0.03681,28.59,876.0,139.26,5.92,130.0,5927.0,4.409,1.06,1.05
81,1,0.238,2.4282,382.1,0.017724,1.46261,2.06,1332.0,743.09,7.93,528.0,5519.0,4.35,1.062,0.921
82,1,0.838,2.0844,1304.0,0.037413999999999996,1.45164,2.77,812.0,102.87,15.21,200.0,5653.0,4.656000000000001,0.679,0.767
83,0,1.258,2.0792,10967.0,0.39610500000000004,0.42351000000000005,27.51,1836.0,2706.26,1.641,1466.0,5255.0,4.678,0.636,0.709
84,1,0.92,3.5089,5741.1,0.084708,0.38059,7.73,812.0,102.91,12.776,129.0,5988.0,4.541,0.836,0.885
85,1,0.556,3.3203,1494.7,0.036455,3.09445,1.96,361.0,4.0,40.4,59.0,3950.0,4.754,0.493,0.502
86,1,0.013,4.758,1394.7,0.033974000000000004,3.99779,1.83,273.0,1.32,76.67,25.0,3950.0,4.754,0.493,0.502
87,1,0.95,5.351,104.0,0.011879,0.05654,1.31,649.0,41.94,11.98,56.0,5854.0,4.406000000000001,1.012,0.951
88,1,0.708,2.186,520.8,0.022312000000000002,2.54508,1.2,494.0,14.05,20.2,154.0,3950.0,4.754,0.493,0.502
89,1,0.524,2.3111,8544.8,0.08689,2.31292,7.34,1005.0,241.62,12.29,275.0,5557.0,4.592,0.774,0.866
90,1,0.4,5.228,986.8,0.028938,1.12517,2.32,536.0,19.45,31.0,48.0,5395.0,4.615,0.734,0.821
91,1,0.076,2.38963,7969.0,0.08054299999999999,1.28198,9.73,1579.0,1467.41,5.6364,657.0,5539.0,4.322,1.106,0.935
92,1,0.458,2.0038,21725.0,0.137595,23.21659,13.6,643.0,40.39,77.9,52.0,5710.0,4.492,0.905,0.928
93,0,1.175,6.222,322.6,0.194187,0.0039299999999999995,17.47,838.0,116.46,2.28,143.0,5657.0,4.567,0.824,0.919
94,1,0.024,3.1449,1019.8,0.028718,2.66613,2.57,757.0,77.75,22.57,146.0,5349.0,4.526,0.82,0.824
95,0,0.281,7.7915,16918.0,0.118805,0.23528000000000002,13.28,843.0,119.31,10.988,114.0,5627.0,4.359,1.024,0.874
96,1,0.379,8.9302,10566.0,0.094044,1.8344900000000002,8.9,308.0,2.14,125.8,9.0,5485.0,4.556,0.867,0.986
97,1,0.646,3.262,55.8,0.0071920000000000005,0.6966399999999999,0.79,1021.0,256.35,11.19,207.0,5854.0,4.406000000000001,1.012,0.951
98,1,0.224,6.6188,20280.0,0.128744,2.37656,12.19,411.0,6.77,77.04,22.0,5485.0,4.556,0.867,0.986
99,1,0.3619,4.803,488.0,0.02018,1.9273900000000002,1.91,524.0,17.85,44.2,385.00676798860127,5485.0,4.556,0.867,0.986
100,0,1.225,2.1541,816.1,0.257087,0.061020000000000005,25.69,1470.0,1105.68,1.971,842.0,5663.0,4.53,0.915,1.034
101,0,0.014,5.414,589.2,0.021279,0.17407,1.7,918.0,168.45,4.349,454.0,4667.0,4.578,0.731,0.737
102,1,0.514,1.9604,15044.0,0.115879,1.7754400000000001,11.3,1539.0,1329.42,6.203,762.0,5934.0,4.4910000000000005,0.893,0.901
103,1,0.003,2.335,1008.7,0.028314999999999996,3.45234,2.5,886.0,145.48,16.102,281.0,5170.0,4.574,0.807,0.891
104,1,0.26,4.0595,2105.5,0.041039,2.64998,3.41,518.0,17.06,38.91,69.0,4905.0,4.544,0.761,0.739
105,1,0.466,1.9104,1632.6,0.037683,3.2358599999999997,2.03,656.0,43.73,12.4,398.0,3950.0,4.754,0.493,0.502
106,0,1.255,2.0067,1339.2,0.295115,0.11002999999999999,30.26,1326.0,730.47,3.32,408.0,5926.0,4.506,0.939,1.03
107,1,0.08,4.4056,893.6,0.027096,1.97596,3.12,701.0,57.13,33.12,71.0,5775.0,4.405,1.053,1.026
108,1,0.529,4.1654,140.7,0.011136,0.3709,1.7,1262.0,598.74,7.78,193.0,5847.0,4.191,1.402,1.113
109,1,0.949,4.793,418.0,0.024041999999999997,0.044,2.76,870.0,135.66,6.05,132.0,5775.0,4.405,1.053,1.026
110,1,0.911,5.794,993.0,0.034980000000000004,0.19755999999999999,4.02,550.0,21.71,24.9,37.0,5775.0,4.405,1.053,1.026
111,1,0.12,2.59959,22335.0,0.13372,2.43681,11.58,975.0,213.12,11.699,382.0,5150.0,4.572,0.793,0.855
112,1,0.934,2.9315,4523.6,0.080046,1.86832,7.61,511.0,16.1,49.31,40.0,5509.0,4.482,0.871,0.84
113,1,0.517,3.5957,2472.1,0.046615,1.06292,5.52,964.0,204.39,15.0,133.0,5973.0,4.439,1.085,1.181
114,1,0.416,3.827,1182.3,0.03141,3.03325,1.8,329.0,2.77,45.2,43.0,3747.0,4.728,0.524,0.536
115,1,0.573,2.2736,1558.0,0.037204,3.76716,2.1,460.0,10.55,23.58,167.0,3692.0,4.753,0.517,0.553
116,0,0.501,4.34617,82872.0,0.27018000000000003,6.21385,27.5,500.0,14.81,78.037,26.0,5575.0,4.521,0.932,1.051
117,1,1.28,35.512,2450.6,0.333559,0.00218,30.09,1155.0,421.08,1.354,227.0,6463.0,4.5,0.826,0.786
118,0,1.121,5.0642,616.0,0.151387,0.00878,13.65,1031.0,266.76,1.868,358.0,5514.0,4.569,0.826,0.926
119,1,0.173,6.0995,430.2,0.018864,0.55575,2.89,874.0,137.91,18.56,72.0,5847.0,4.191,1.402,1.113
120,1,0.053,4.3791,1175.4,0.030951999999999997,2.39175,3.38,639.0,39.33,39.183,45.0,5601.0,4.41,0.999,0.934
121,0,0.733,3.3148,15148.0,0.121984,1.1307399999999999,10.34,814.0,104.0,15.534,132.0,5690.0,4.588,0.776,0.852
122,1,1.5734,1.8606,8098.0,0.673134,0.43236,72.77,1947.0,3400.48,2.891,385.00676798860127,6228.0,4.428,0.99,0.959
123,1,0.692,3.3169,15337.0,0.12103,2.43887,11.01,600.0,30.54,31.24,50.0,4986.0,4.496,0.833,0.793
124,1,0.047,3.161,887.9,0.026361000000000002,2.33533,2.11,687.0,52.82,20.09,131.0,4861.0,4.574,0.732,0.733
125,1,0.258,2.506,417.5,0.018268,2.4235900000000004,1.46,823.0,108.84,14.18,208.0,4861.0,4.574,0.732,0.733
126,1,0.524,2.9721,780.7,0.026275,1.4110200000000002,2.44,914.0,165.33,14.46,216.0,5776.0,4.553999999999999,0.849,0.939
127,0,0.941,3.065,962.4,0.035468,0.14724,3.86,1047.0,284.25,6.53,181.0,6108.0,4.471,0.997,1.072
128,0,1.241,4.7211,1177.9,0.278526,0.016909999999999998,26.25,1261.0,597.19,1.749,552.0,5764.0,4.548,0.863,0.959
129,1,0.736,1.8411,10859.0,0.104023,2.31195,8.99,1021.0,257.29,10.41,440.0,5035.0,4.519,0.791,0.754
130,1,0.773,3.897,3081.4,0.056,0.8165899999999999,5.0,610.0,32.67,21.65,85.0,5251.0,4.581,0.817,0.926
131,1,0.706,4.377,50.0,0.006915,0.29918,1.06,1074.0,314.15,10.01,109.0,5847.0,4.191,1.402,1.113
132,1,0.798,5.176,5073.8,0.072904,0.70448,6.5,481.0,12.61,33.19,46.0,5251.0,4.581,0.817,0.926
133,0,0.709,3.831,16228.0,0.125229,0.39988,12.28,1104.0,351.05,6.856,275.0,5810.0,4.526,0.898,0.989
134,0,0.377,3.49949,44791.0,0.19639,2.67897,17.61,796.0,95.03,23.029,117.0,5670.0,4.523,0.821,0.82
135,0,1.276,2.1862,2453.9,0.331342,0.19337000000000001,31.44,1133.0,388.71,5.42,272.0,6046.0,4.539,0.869,0.953
136,1,0.008,8.2183,3341.8,0.05219,0.41907,7.89,731.0,67.65,23.142,57.0,5739.0,4.191,1.384,1.083
137,1,0.014,6.7372,504.6,0.020278,0.3884,3.06,888.0,146.67,15.32,97.0,5739.0,4.191,1.384,1.083
138,1,0.235,4.9843,285.0,0.015336,0.40662,2.32,1146.0,406.94,9.34,203.0,5739.0,4.191,1.384,1.083
139,1,0.746,3.388,115.9,0.010686,0.1588,1.62,1642.0,1718.04,3.32,527.0,5739.0,4.191,1.384,1.083
140,1,0.196,3.5797,120.3,0.009989,0.5756,1.53,1458.0,1066.86,6.751,323.0,5847.0,4.191,1.402,1.113
141,1,0.379,7.159,370.3,0.017669999999999998,0.9779399999999999,2.67,568.0,24.64,50.9,22.0,5739.0,4.191,1.384,1.083
142,1,0.048,2.9076,1037.3,0.028519,4.37951,2.35,616.0,33.99,31.76,88.0,4959.0,4.603,0.756,0.849
143,1,0.7,3.57,862.7,0.028682999999999997,4.47051,2.37,366.0,4.22,90.7,18.0,4959.0,4.603,0.756,0.849
144,0,1.178,3.0918,1268.1,0.222925,0.03902,17.06,1010.0,244.87,2.27,549.0,4794.0,4.58,0.701,0.683
145,1,0.3,2.6312,875.4,0.026448000000000003,3.48717,2.25,696.0,55.37,22.68,166.0,4768.0,4.5360000000000005,0.779,0.759
146,1,0.004,2.3421,391.8,0.017440999999999998,2.87358,1.48,864.0,132.08,13.767,316.0,4768.0,4.5360000000000005,0.779,0.759
147,0,1.259,2.2757,6044.3,0.355227,0.4563,38.33,1114.0,364.23,8.29,273.0,6072.0,4.47,0.988,1.05
148,1,0.644,2.5211,9768.0,0.09514299999999999,3.85261,8.24,713.0,61.16,28.26,129.0,5386.0,4.553,0.793,0.82
149,1,0.045,2.7055,3812.1,0.056287000000000004,2.30111,5.39,1038.0,274.98,13.672,297.0,5815.0,4.54,0.877,0.973
150,1,0.926,3.5176,510.6,0.025656,0.06927,2.66,1121.0,372.62,3.73,273.0,5653.0,4.4719999999999995,0.949,0.974
151,1,0.823,2.9667,1024.4,0.033372000000000006,0.65082,3.01,742.0,71.5,13.23,162.0,5015.0,4.499,0.826,0.785
152,1,0.97,4.016,647.5,0.033377,0.0859,3.01,613.0,33.48,9.85,89.0,5015.0,4.499,0.826,0.785
153,1,0.644,2.75,655.9,0.024555,1.35056,2.19,810.0,101.78,14.52,200.0,5251.0,4.581,0.817,0.926
154,1,0.427,3.0957,1149.4,0.030871,2.98907,2.31,562.0,23.6,29.5,107.0,4702.0,4.592,0.686,0.67
155,1,0.26,4.3246,1563.8,0.035281,3.7845199999999997,2.64,397.0,5.88,63.84,38.0,4702.0,4.592,0.686,0.67
156,1,0.458,2.8589,2877.4,0.050076,1.28404,6.21,1234.0,547.9,10.6,318.0,6073.0,4.3919999999999995,1.135,1.163
157,1,0.023,3.0694,2020.3,0.040686,1.22579,4.35,1151.0,415.1,9.6255,279.0,5727.0,4.463,0.978,1.013
158,1,0.791,6.271,1187.5,0.034822000000000006,0.16717,3.75,727.0,66.08,13.31,85.0,5878.0,4.444,0.987,0.989
159,1,0.782,4.21587,25391.0,0.16147899999999998,1.98053,13.84,554.0,22.24,43.26,50.0,5862.0,4.584,0.785,0.865
160,1,0.527,11.195,3604.6,0.056129,0.37264,7.59,452.0,9.88,50.5,17.0,5510.0,4.2219999999999995,1.238,0.932
161,0,1.266,2.9381,4357.2,0.348902,0.12553,26.82,954.0,196.31,4.05,320.0,4968.0,4.575,0.704,0.68
162,1,0.686,5.9409,269.6,0.015956,0.42385,2.29,712.0,60.88,24.1,53.0,5718.0,4.181,1.317,0.961
163,1,0.029,3.1775,750.6,0.024674,2.9277900000000003,2.47,777.0,86.22,25.51,127.0,5501.0,4.462,0.918,0.891
164,1,0.867,3.984,1442.4,0.040767000000000005,0.41176999999999997,3.68,613.0,33.43,17.79,82.0,5239.0,4.523,0.826,0.83
165,1,0.778,8.2284,20715.0,0.14756,2.1444900000000002,10.59,188.0,0.29,184.83,6.0,4245.0,4.627,0.657,0.666
166,1,0.02,2.7297,1123.6,0.029843,3.3941,2.56,753.0,76.06,21.59,178.0,5103.0,4.562,0.787,0.823
167,1,0.035,4.7865,1572.6,0.035273,3.09103,3.03,445.0,9.29,59.91,39.0,5103.0,4.562,0.787,0.823
168,1,0.594,2.2641,812.4,0.026969,7.4572899999999995,2.32,568.0,24.6,49.3,69.0,5103.0,4.562,0.787,0.823
169,1,0.018,4.685,1626.0,0.036134,5.11354,1.94,233.0,0.69,94.7,24.0,3593.0,4.757,0.491,0.503
170,1,0.377,5.0264,22839.0,0.139516,3.4217699999999995,11.38,453.0,9.93,67.69,33.0,5522.0,4.586,0.747,0.786
171,1,0.881,7.3051,15179.0,0.134949,0.31474,14.21,552.0,21.87,29.734,34.0,6122.0,4.487,0.964,1.041
172,1,0.348,2.5242,908.1,0.027348,2.7143900000000003,2.47,850.0,123.03,16.74,181.0,5237.0,4.572,0.826,0.927
173,1,0.035,11.3364,1646.2,0.036501,0.31666,8.2,669.0,47.4,34.34,29.0,5626.0,3.907,2.057,1.247
174,1,0.957,1.611,421.2,0.025305,2.00738,2.28,559.0,23.14,34.9,54.0,5237.0,4.572,0.826,0.927
175,1,1.081,2.594,5732.9,0.192842,0.8463299999999999,19.02,733.0,68.29,20.24,101.0,5697.0,4.46,0.903,0.857
176,0,0.23,2.743,1159.8,0.030416000000000002,4.326630000000001,2.66,667.0,46.94,29.22,127.0,4947.0,4.516,0.802,0.769
177,1,0.128,1.8119,315.8,0.015941999999999998,3.26761,1.41,1160.0,427.17,9.527,595.0,5265.0,4.58,0.81,0.91
178,0,0.211,3.11058,33004.0,0.16610899999999998,2.48066,14.62,901.0,155.89,16.497,178.0,5532.0,4.53,0.806,0.804
179,1,0.026,2.1814,781.2,0.025513,2.7845299999999997,2.62,1221.0,526.23,11.389,430.0,5895.0,4.503,0.94,1.026
180,1,0.196,2.7251,1154.0,0.030716000000000004,1.86883,3.11,1038.0,274.84,12.25,299.0,5527.0,4.484,0.927,0.956
181,1,0.383,4.556,840.9,0.026569,1.54536,2.69,622.0,35.44,32.0,64.0,5527.0,4.484,0.927,0.956
182,1,0.9,1.6585,569.1,0.026407,2.17446,2.67,791.0,92.46,22.2,122.0,5527.0,4.484,0.927,0.956
183,1,0.076,8.1405,7430.5,0.077431,2.3102400000000003,8.98,366.0,4.25,120.05,11.0,5453.0,4.342,1.062,0.904
184,1,0.812,15.284,1141.7,0.034654000000000004,0.11865999999999999,7.78,426.0,7.8,61.0,7.0,5626.0,3.907,2.057,1.247
185,0,0.965,1.8832,1014.3,0.039171,0.22208000000000003,4.37,1355.0,797.1,4.58,454.0,6126.0,4.458,1.021,1.09
186,1,0.03,3.9783,1843.5,0.038511000000000004,3.96328,3.91,562.0,23.54,52.72,53.0,5427.0,4.463,0.929,0.915
187,1,0.183,6.3994,3644.3,0.05435,1.8567900000000002,5.51,450.0,9.67,63.88,28.0,5427.0,4.463,0.929,0.915
188,1,0.209,2.9003,702.3,0.023909,2.05923,2.43,926.0,173.74,15.59,220.0,5427.0,4.463,0.929,0.915
189,1,0.479,1.8876,391.6,0.018369,2.19197,1.86,1253.0,583.01,8.7,515.0,5427.0,4.463,0.929,0.915
190,1,0.036,4.1072,1772.5,0.037466,2.85327,3.07,521.0,17.48,40.546,67.0,5067.0,4.585,0.75,0.789
191,1,0.06,2.0642,488.2,0.019702,3.26825,1.69,998.0,234.93,12.14,391.0,5103.0,4.562,0.787,0.823
192,1,0.17,2.3254,961.4,0.027826,4.13623,1.73,585.0,27.72,19.7,227.0,4072.0,4.696000000000001,0.57,0.586
193,1,0.008,2.8606,881.3,0.026527,3.50489,1.65,509.0,15.9,24.64,145.0,4072.0,4.696000000000001,0.57,0.586
194,1,0.897,2.4845,42450.0,0.259639,4.93266,22.94,723.0,64.64,35.21,100.0,5875.0,4.572,0.809,0.895
195,0,0.95,2.517,218.5,0.017424000000000002,0.52476,2.41,742.0,71.57,22.7,67.0,5670.0,4.206,1.264,0.937
196,1,0.67,4.4056,7425.9,0.083298,2.04292,8.46,495.0,14.22,49.6,39.0,5149.0,4.447,0.93,0.882
197,1,0.429,2.9004,450.7,0.019382,1.8539900000000002,1.97,845.0,120.48,16.49,194.0,5149.0,4.447,0.93,0.882
198,1,0.025,2.1024,451.6,0.019273,4.18264,2.36,1174.0,449.79,16.107,307.0,5754.0,4.345,1.122,1.014
199,1,0.567,2.2607,755.9,0.025789999999999997,2.109,2.35,896.0,152.91,13.32,295.0,4986.0,4.496,0.833,0.793
200,1,0.387,3.252,353.6,0.017041999999999998,2.2840599999999998,1.55,667.0,46.65,24.72,117.0,4986.0,4.496,0.833,0.793
201,1,0.705,3.0854,2260.0,0.046401,0.5702,2.62,595.0,29.68,8.13,321.0,3837.0,4.747,0.517,0.544
202,0,7.361,2.0488,20285.0,6.502574,22.19119,588.66,853.0,125.22,38.6,192.0,5612.0,4.566,0.829,0.926
203,1,0.327,2.3892,1410.7,0.033727999999999994,3.48052,2.33,635.0,38.52,18.69,226.0,4261.0,4.641,0.633,0.64
204,1,0.286,2.7363,1250.6,0.031605,4.8289599999999995,2.18,502.0,15.06,33.32,106.0,4261.0,4.641,0.633,0.64
