,koi_pdisposition,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_teq,koi_insol,koi_dor,koi_num_transits,koi_steff,koi_slogg,koi_srad,koi_smass
2809,1,0.39,2.55,241.5,0.014153,2.38088,0.99,645.0,40.88,15.97,235.0,4234.0,4.63,0.639,0.636
2810,1,0.429,1.591,96.4,0.009078,3.7238,1.24,1490.0,1164.84,10.19,578.0,5624.0,4.256,1.248,1.023
2811,1,0.015,5.4898,373.2,0.017519,1.06272,2.1,708.0,59.39,28.01,55.0,5747.0,4.335,1.099,0.953
2812,0,1.225,3.8853,29376.0,0.46193900000000004,0.76982,50.44,833.0,114.02,16.42,121.0,5780.0,4.438,1.0,1.0
2813,1,0.683,3.0688,327.3,0.017555,0.88326,1.5,738.0,70.32,13.19,147.0,4908.0,4.567,0.782,0.824
2814,1,0.7,2.361,77.2,0.008591,0.77668,0.73,968.0,207.72,7.35,329.0,4908.0,4.567,0.782,0.824
2815,1,0.713,2.4743,271.9,0.016184999999999998,0.44056000000000006,2.1,1662.0,1808.41,4.5,537.0,6078.0,4.29,1.189,1.005
2816,1,0.956,3.846,281.0,0.019618,0.08653,2.55,891.0,149.42,9.1,84.0,6078.0,4.29,1.189,1.005
2817,0,1.231,6.269,1059.1,0.266206,0.15536,27.03,327.0,2.69,63.2,7.0,6008.0,4.499,0.93,0.995
2818,1,0.714,1.52,818.1,0.028166000000000004,20.97545,1.94,503.0,15.14,80.3,62.0,5267.0,4.681,0.632,0.701
2819,1,0.058,3.397,55.8,0.006774,0.6169,1.02,1510.0,1228.07,6.329,483.0,5758.0,4.168,1.385,1.029
2820,1,0.499,3.449,63.8,0.0074659999999999995,0.57705,1.13,1324.0,725.53,8.05,289.0,5758.0,4.168,1.385,1.029
2821,0,0.013,3.505,275.3,0.014685,0.54415,1.03,843.0,119.68,5.821,412.0,4266.0,4.626,0.643,0.638
2822,1,0.744,3.45,1010.2,0.031506,2.23101,3.02,557.0,22.7,47.1,36.0,5815.0,4.54,0.877,0.973
2823,1,0.966,3.516,177.7,0.01602,0.11002,1.93,758.0,77.99,12.36,56.0,5931.0,4.322,1.101,0.929
2824,1,0.024,3.498,559.8,0.021552,2.22952,2.06,785.0,89.65,23.68,106.0,5815.0,4.54,0.877,0.973
2825,0,0.727,3.147,342.1,0.018224,0.74247,1.33,751.0,75.14,13.07,151.0,5318.0,4.601,0.667,0.646
2826,0,0.489,1.0547,444.1,0.019776,2.94075,1.81,1974.0,3603.58,3.55,1283.0,5508.0,4.569,0.84,0.955
2827,1,0.052,6.125,308.6,0.016161000000000002,1.07264,2.21,718.0,62.74,35.38,50.0,6468.0,4.363,1.25,1.313
2828,1,0.928,2.455,1056.0,0.03663,0.46113999999999994,1.59,420.0,7.33,11.67,51.0,3675.0,4.869,0.398,0.428
2829,1,0.706,1.813,504.4,0.022053,2.61043,1.66,798.0,95.61,14.16,286.0,4805.0,4.633,0.688,0.769
2830,1,0.01,1.403,250.7,0.014052,3.17024,1.06,1331.0,737.36,5.43,1266.0,4805.0,4.633,0.688,0.769
2831,1,0.398,7.987,155.5,0.011483,0.53073,1.62,597.0,29.97,35.5,28.0,5675.0,4.209,1.292,0.984
2832,0,0.21,14.3948,23113.0,0.138011,0.09397,17.74,676.0,49.42,14.067,45.0,5769.0,4.338,1.177,1.1
2833,1,0.188,2.9225,863.3,0.026573000000000003,2.4943299999999997,2.73,890.0,148.09,18.93,152.0,5497.0,4.437,0.941,0.884
2834,1,0.135,2.553,351.4,0.016925,2.4452,1.74,1024.0,260.54,14.19,219.0,5497.0,4.437,0.941,0.884
2835,1,0.384,3.3061,497.1,0.020577,0.94571,2.75,1201.0,491.37,10.43,282.0,5794.0,4.263,1.225,1.004
2836,1,0.513,2.5273,239.4,0.014511000000000001,0.7288600000000001,1.94,1597.0,1535.09,5.4,599.0,5794.0,4.263,1.225,1.004
2837,0,0.953,1.4528,66.2,0.009465000000000001,0.17482,1.15,1837.0,2695.6,2.59,976.0,6220.0,4.378,1.108,1.066
2838,1,0.904,2.5342,332.7,0.019837999999999998,0.64846,2.25,863.0,131.55,16.91,111.0,6147.0,4.412,1.04,1.014
2839,1,0.365,1.952,166.9,0.012008,1.59008,1.29,1610.0,1585.07,6.09,696.0,6119.0,4.4719999999999995,0.981,1.039
2840,1,0.928,3.381,367.2,0.022102,0.15775999999999998,1.9,725.0,65.52,8.82,123.0,5142.0,4.515,0.789,0.745
2841,1,0.741,0.853,227.8,0.015181,18.26995,1.37,1017.0,253.28,25.0,330.0,5516.0,4.544,0.827,0.873
2842,1,0.264,4.73,39.1,0.005778,0.50615,0.91,1209.0,505.0,10.85,156.0,6296.0,4.21,1.444,1.233
2843,1,0.983,1.211,277.8,0.024449000000000002,0.83126,2.33,807.0,100.13,13.31,182.0,5135.0,4.4639999999999995,0.874,0.812
2844,1,0.093,6.829,242.5,0.014369,0.5082899999999999,1.94,833.0,113.88,21.03,63.0,6572.0,4.365,1.238,1.298
2845,0,1.24,6.28,1111.9,0.275597,0.02584,29.1,1703.0,1983.27,1.344,852.0,6091.0,4.487,0.967,1.045
2846,1,0.332,1.113,136.4,0.010912999999999999,4.85219,1.0,1810.0,2524.81,5.91,701.0,5837.0,4.502,0.843,0.824
2847,1,0.42,7.029,172.4,0.012062999999999999,0.7477600000000001,2.51,682.0,51.14,39.5,34.0,5430.0,3.923,1.902,1.106
2848,1,0.315,6.3093,209.7,0.013362,0.30955,3.04,1211.0,508.21,12.0,126.0,6150.0,3.96,2.086,1.448
2849,0,0.461,2.098,260.2,0.015153,7.7789399999999995,1.83,912.0,163.79,37.9,94.0,6355.0,4.41,1.108,1.151
2850,1,0.015,7.8709,492.8,0.020245,0.48936999999999997,3.13,742.0,71.75,26.3735,48.0,5866.0,4.117,1.417,0.958
2851,1,0.429,16.425,2763.1,0.048875999999999996,0.49498000000000003,7.56,332.0,2.88,132.0,4.0,5866.0,4.117,1.417,0.958
2852,1,0.011,7.797,190.4,0.01252,0.77217,1.67,582.0,27.15,41.48,31.0,5794.0,4.263,1.225,1.004
2853,0,0.621,2.5814,42789.0,0.198719,1.60117,17.82,1064.0,303.15,9.11,362.0,5231.0,4.544,0.821,0.859
2854,1,0.028,5.77,1132.1,0.030433999999999996,1.8866,2.87,488.0,13.46,53.61,36.0,5607.0,4.5360000000000005,0.863,0.932
2855,1,0.658,4.5612,1275.7,0.034344,1.35029,2.81,453.0,9.95,39.9,35.0,4883.0,4.5489999999999995,0.749,0.725
2856,1,0.768,2.6811,959.0,0.031195999999999998,1.84274,2.62,620.0,34.95,25.3,86.0,5103.0,4.584,0.768,0.825
2857,1,0.116,4.95,68.6,0.007587000000000001,0.80005,1.12,975.0,213.86,17.7,118.0,6231.0,4.276,1.356,1.269
2858,0,1.258,2.0734,272.2,0.273374,0.13394,31.17,2397.0,7790.32,1.329,2323.0,6290.0,4.442,1.044,1.097
2859,0,0.527,1.7402,198.3,0.013287,0.68948,1.21,2046.0,4128.4,2.259,1902.0,5793.0,4.561,0.832,0.921
2860,1,0.624,6.118,239.6,0.014780000000000001,0.8383799999999999,1.85,538.0,19.73,44.4,26.0,5596.0,4.298,1.145,0.95
2861,0,0.436,0.7645,67.4,0.007818,14.19558,2.32,3257.0,26588.4,9.05,1074.0,6854.0,3.8080000000000003,2.715,1.728
2862,1,0.094,2.688,306.6,0.015805,2.8491299999999997,1.31,822.0,108.04,18.21,215.0,5383.0,4.603,0.759,0.851
2863,1,0.032,3.271,806.3,0.025317,6.28471,2.1,505.0,15.43,57.98,45.0,5165.0,4.599,0.761,0.859
2864,0,1.191,5.42,410.7,0.213233,0.02112,16.63,438.0,8.67,10.23,36.0,4947.0,4.621,0.714,0.8
2865,1,0.869,3.3629,121.0,0.011625,0.2021,1.4,1069.0,309.12,7.6,161.0,5931.0,4.322,1.101,0.929
2866,0,0.008,20.644,188.7,0.01242,0.09342,2.02,479.0,12.42,35.18,11.0,5676.0,4.1,1.487,1.016
2867,1,0.007,2.072,161.3,0.011285,3.8496699999999997,0.85,851.0,123.73,14.62,350.0,4889.0,4.637,0.686,0.759
2868,1,0.011,7.124,299.8,0.015663999999999997,1.05354,1.88,539.0,19.96,46.95,31.0,5741.0,4.365,1.097,1.017
2869,0,0.763,1.8592,234.7,0.015281,1.08086,2.55,1860.0,2833.83,7.44,396.0,6958.0,4.195,1.529,1.344
2870,1,0.561,7.634,357.6,0.017813,0.36609,2.72,663.0,45.68,26.79,34.0,5611.0,4.144,1.4,0.995
2871,1,0.896,2.1492,148.0,0.013332,0.73328,2.04,1041.0,277.89,13.68,127.0,5611.0,4.144,1.4,0.995
2872,0,0.116,19.6638,12644.0,0.102171,0.09715,11.97,466.0,11.18,28.31,21.0,5843.0,4.4030000000000005,1.073,1.061
2873,1,0.349,2.253,217.7,0.013613,1.6590099999999999,1.44,1328.0,735.48,8.37,411.0,5780.0,4.421,0.966,0.899
2874,0,0.982,1.9119,15942.0,0.19408599999999998,1.04467,22.36,1458.0,1069.47,7.33,501.0,6116.0,4.335,1.055,0.876
2875,1,0.77,4.5941,1844.6,0.04343,0.86664,3.27,423.0,7.55,33.4,47.0,4687.0,4.627,0.69,0.748
2876,1,0.021,2.1417,569.6,0.021662999999999998,13.16605,2.54,776.0,85.46,52.421,78.0,5725.0,4.353,1.072,0.944
2877,1,0.923,0.606,319.2,0.021547999999999998,28.03906,1.88,714.0,61.54,48.8,137.0,5017.0,4.516,0.797,0.76
2878,1,0.068,2.3748,392.3,0.018005,8.57432,2.02,790.0,92.12,42.45,80.0,5787.0,4.402,1.027,0.971
2879,1,0.02,14.404,8322.1,0.083115,1.18855,10.89,294.0,1.76,190.456,3.0,5970.0,4.317,1.2,1.089
2880,1,0.956,4.562,219.9,0.017306000000000002,0.04383,1.7,808.0,100.91,6.62,121.0,6038.0,4.524,0.898,0.982
2881,0,0.256,3.275,100.1,0.008965,0.35217,0.72,1229.0,540.71,3.4757,717.0,5024.0,4.613,0.736,0.845
2882,1,0.013,4.5112,326.9,0.016638,1.7219799999999998,2.43,866.0,132.94,30.706,75.0,6407.0,4.268,1.337,1.208
2883,1,0.606,8.087,298.9,0.01649,0.17035999999999998,2.45,797.0,95.35,15.1,70.0,5671.0,4.093999999999999,1.36,0.839
2884,1,0.579,3.48,1270.7,0.033535,10.38285,2.03,233.0,0.7,155.4,14.0,3952.0,4.716,0.553,0.572
2885,1,0.238,3.097,73.6,0.0077269999999999995,0.55506,1.6,1789.0,2422.92,4.951,655.0,5282.0,3.9130000000000003,1.899,1.075
2886,0,0.919,1.7,163.1,0.014213,0.70119,1.74,1154.0,419.23,9.85,260.0,5933.0,4.334,1.118,0.983
2887,1,0.669,3.204,228.7,0.014603,2.72288,2.84,741.0,71.16,43.6,56.0,5011.0,3.903,1.781,0.926
2888,1,0.577,2.539,551.1,0.022134,7.5300899999999995,1.95,526.0,18.07,61.8,57.0,5141.0,4.505,0.806,0.758
2889,1,0.234,1.131,201.1,0.012934000000000001,41.333420000000004,1.18,818.0,105.91,49.3,182.0,5462.0,4.56,0.836,0.926
2890,0,1.312,2.6439,1631.7,0.357521,0.08524,29.83,1503.0,1211.99,1.678,786.0,5337.0,4.593999999999999,0.764,0.84
2891,0,0.014,2.768,83.4,0.008451,1.897,1.52,1587.0,1496.31,12.92,291.0,6591.0,4.024,1.646,1.045
2892,1,0.017,5.82,424.5,0.018691,1.55714,2.78,652.0,42.68,46.043,31.0,5929.0,4.243,1.363,1.185
2893,1,0.72,2.9331,292.5,0.016817,0.66401,1.94,1105.0,351.52,9.97,201.0,5923.0,4.377,1.054,0.966
2894,1,0.828,2.0138,116.8,0.011144,2.03998,1.28,892.0,149.4,22.25,102.0,5923.0,4.377,1.054,0.966
2895,1,0.778,5.4033,449.2,0.021303,0.44868,2.53,623.0,35.56,27.0,36.0,5725.0,4.3260000000000005,1.088,0.915
2896,1,0.002,11.9922,4159.3,0.058748,1.22233,7.7,342.0,3.22,142.042,6.0,5970.0,4.317,1.2,1.089
2897,1,0.9,4.859,2496.0,0.056351,0.9460700000000001,3.47,237.0,0.74,65.9,5.0,3891.0,4.718,0.564,0.605
2898,1,0.005,8.0006,566.4,0.021678,1.04932,2.84,520.0,17.26,58.2791,16.0,5970.0,4.317,1.2,1.089
2899,0,0.387,2.4475,11268.0,0.098136,2.13082,10.72,1212.0,511.3,10.9,391.0,5780.0,4.438,1.0,1.0
2900,1,0.915,5.0119,423.2,0.022782,0.17404,3.25,703.0,57.77,18.9,53.0,5857.0,4.204,1.305,0.993
2901,1,0.878,7.4517,3688.3,0.064635,0.67428,11.58,458.0,10.36,93.78,10.0,6200.0,4.072,1.64,1.158
2902,1,0.682,4.99,269.7,0.015968,0.88951,2.86,780.0,87.69,35.4,46.0,6200.0,4.072,1.64,1.158
2903,0,1.263,4.015,2313.0,0.318442,0.17235999999999999,31.12,2185.0,5384.53,1.338,1110.0,5853.0,4.529,0.895,0.99
2904,1,0.093,3.167,272.9,0.015196000000000001,1.43034,2.03,1238.0,554.37,12.68,251.0,6415.0,4.374,1.224,1.293
2905,1,0.604,2.435,556.7,0.022469,5.2268300000000005,1.77,596.0,29.83,41.2,83.0,5380.0,4.6160000000000005,0.721,0.786
2906,0,0.53,4.216,140.5,0.011156000000000001,0.11410999999999999,1.3,1747.0,2207.85,2.204,579.0,5701.0,4.291,1.068,0.813
2907,1,0.025,5.782,1113.4,0.030469,1.34675,2.82,565.0,24.03,38.42,40.0,5858.0,4.553,0.849,0.94
2908,0,0.604,1.954,92.6,0.009218,0.42793000000000003,0.93,2240.0,5913.74,1.888,2461.0,6050.0,4.5089999999999995,0.92,0.997
2909,0,0.68,12.1687,275.1,0.016066999999999998,0.84601,1.53,215.0,0.51,199.062001,3.0,5316.0,4.477,0.872,0.834
2910,1,0.14,2.2,67.5,0.007495,3.7563400000000002,0.92,1167.0,439.42,16.52,275.0,5702.0,4.258,1.125,0.837
2911,1,0.249,2.969,122.9,0.010222,0.91284,1.16,1356.0,798.35,7.55,453.0,6173.0,4.447,1.041,1.104
2912,0,0.054,5.609,331.4,0.016641,1.2966,1.28,515.0,16.59,35.8,41.0,5517.0,4.631,0.704,0.788
2913,1,0.775,3.2601,101.9,0.010125,0.41391999999999995,1.22,1082.0,324.69,9.42,155.0,5931.0,4.322,1.101,0.929
2914,0,0.74,3.625,154.8,0.012320000000000001,0.13423,2.9,2945.0,17791.98,3.1,339.0,9206.0,4.112,2.157,2.194
2915,1,0.314,2.799,122.8,0.010066,2.47171,0.91,807.0,100.18,19.01,178.0,5382.0,4.571000000000001,0.827,0.928
2916,1,0.906,3.0933,134.1,0.012704,0.15449000000000002,2.03,1248.0,574.71,6.39,190.0,6085.0,4.218,1.463,1.29
2917,1,0.846,2.6403,270.9,0.017335,1.64935,1.5,564.0,23.88,32.6,68.0,5250.0,4.541,0.79,0.79
2918,1,0.954,4.336,241.7,0.018721,0.27283,1.62,397.0,5.85,36.2,23.0,5250.0,4.541,0.79,0.79
2919,1,0.362,1.9118,296.5,0.015785,1.62021,1.88,1592.0,1517.84,5.88,869.0,5533.0,4.337,1.089,0.94
2920,0,0.755,5.8638,18887.0,0.137546,0.16887,15.02,981.0,218.59,7.149,212.0,5780.0,4.438,1.0,1.0
2921,0,0.721,3.73,114.9,0.010535,0.18167,2.07,1740.0,2169.16,4.4,455.0,5947.0,3.9389999999999996,1.796,1.023
2922,1,0.526,4.3149,523.2,0.021519999999999997,1.12586,2.27,721.0,63.95,24.7,81.0,5936.0,4.501,0.965,1.075
2923,1,0.513,3.349,125.1,0.010506999999999999,1.09657,1.11,933.0,178.68,14.67,176.0,5936.0,4.501,0.965,1.075
2924,1,0.016,2.8887,334.5,0.016694999999999998,1.8076299999999998,2.37,1247.0,570.65,13.195,273.0,6045.0,4.276,1.298,1.166
2925,1,0.033,1.9640099999999998,1164.7,0.030822000000000002,2.24677,5.95,1877.0,2925.17,7.3464,732.0,5311.0,3.864,1.769,0.834
2926,0,0.617,5.3007,45676.0,0.20570700000000003,1.43854,30.35,762.0,79.78,34.1103,58.0,5926.0,4.187,1.351,1.024
2927,1,0.044,1.92,46.6,0.006083,3.12952,0.57,1129.0,384.24,10.31,492.0,5115.0,4.477,0.854,0.798
2928,0,0.587,4.438,145.0,0.011411,0.99203,1.26,686.0,52.31,26.09,72.0,5605.0,4.381,1.015,0.904
2929,1,0.925,2.97,88.0,0.010570999999999999,0.25649,1.31,854.0,125.89,12.24,118.0,5721.0,4.3069999999999995,1.131,0.945
2930,0,0.235,4.117,196.3,0.01289,1.5797299999999999,1.35,780.0,87.46,24.97,78.0,6065.0,4.487,0.962,1.035
2931,1,0.577,5.9291,639.2,0.023998,0.67408,2.98,663.0,45.66,29.99,47.0,5903.0,4.303999999999999,1.137,0.95
2932,1,0.643,6.354,405.7,0.019355,0.32782,3.2,826.0,110.19,19.11,18.0,5902.0,4.128,1.513,1.12
2933,1,0.906,24.708,423.0,0.022291,0.00587,4.13,552.0,21.96,14.43,12.0,6366.0,4.045,1.697,1.164
2934,1,0.449,3.137,51.5,0.0066489999999999995,2.03762,0.79,867.0,133.56,22.35,130.0,5843.0,4.421,1.084,1.131
2935,1,0.32,2.85,31.7,0.005154,1.97002,0.61,1021.0,256.72,15.93,199.0,5843.0,4.421,1.084,1.131
2936,1,0.006,3.976,36.8,0.005482,1.13386,0.65,928.0,175.39,16.04,154.0,5843.0,4.421,1.084,1.131
2937,0,0.781,1.703,107.1,0.010426999999999999,0.7349600000000001,0.92,1446.0,1029.25,4.52,865.0,5769.0,4.57,0.812,0.9
2938,1,0.516,2.7678,738.9,0.02519,7.12817,2.27,501.0,14.88,63.0,49.0,4963.0,4.501,0.826,0.789
2939,1,0.716,3.1627,1653.9,0.039948000000000004,1.1647,4.62,904.0,157.97,18.52,133.0,6032.0,4.387,1.06,0.999
2940,1,0.594,2.942,1417.4,0.035889,2.6007599999999997,3.31,734.0,68.41,28.3,107.0,5862.0,4.555,0.844,0.935
2941,1,0.885,5.278,3184.0,0.061051999999999995,0.5686399999999999,6.77,497.0,14.48,41.87,28.0,5768.0,4.434,1.015,1.021
2942,1,0.05,7.495,714.1,0.024202,0.7906,2.68,549.0,21.4,38.43,38.0,5768.0,4.434,1.015,1.021
2943,0,0.712,6.92,100.7,0.009834,0.32779,1.21,610.0,32.63,27.7,32.0,6007.0,4.353,1.126,1.042
2944,1,0.757,3.377,275.3,0.016628999999999998,0.71292,1.5,678.0,49.86,15.97,127.0,4963.0,4.501,0.826,0.789
2945,0,0.615,1.737,132.3,0.011023999999999999,0.7612300000000001,3.88,3274.0,27125.5,3.02,1616.0,5812.0,3.5980000000000003,3.227,1.504
2946,1,0.653,4.1344,643.3,0.024496,1.4272,2.8,683.0,51.53,35.5,55.0,6242.0,4.442,1.047,1.104
2947,0,0.932,7.409,4036.0,0.07382899999999999,0.63048,9.3,332.0,2.86,109.85,7.0,5646.0,4.2780000000000005,1.153,0.918
2948,1,0.639,5.04,611.2,0.023657,1.335,2.29,473.0,11.85,48.1,16.0,5244.0,4.449,0.888,0.808
2949,1,0.479,2.3061,16042.0,0.117743,3.1656400000000002,11.76,1017.0,252.22,14.918,299.0,5359.0,4.425,0.915,0.812
2950,1,0.717,8.3017,16311.0,0.12578399999999998,7.7984800000000005,14.38,216.0,0.51,646.2,4.0,6230.0,4.397,1.047,0.993
2951,1,0.065,5.9269099999999995,8894.7,0.08683300000000001,1.09152,14.43,873.0,137.06,29.494,52.0,6266.0,4.101,1.522,1.066
2952,0,1.065,2.59202,25627.0,0.3059,0.38306999999999997,28.66,1577.0,1464.43,3.691,847.0,6202.0,4.537,0.858,0.923
2953,1,0.21,2.9815,84.4,0.008309,1.8653400000000002,0.84,927.0,174.3,15.42,196.0,5465.0,4.449,0.925,0.876
2954,0,0.336,9.81,238.9,0.014194,1.5917,1.35,292.0,1.71,151.5,7.0,5600.0,4.455,0.872,0.793
2955,1,0.329,3.8516,726.0,0.024368,2.2311,2.31,611.0,32.94,31.84,63.0,5215.0,4.518,0.867,0.904
2956,1,0.724,1.4814,1795.5,0.041967000000000004,12.0446,2.46,429.0,8.04,42.6,96.0,3744.0,4.718,0.537,0.551
2957,1,0.065,5.3278,1063.2,0.029376999999999997,2.06775,2.97,526.0,18.05,50.37,41.0,5515.0,4.453,0.925,0.888
2958,1,0.547,2.1055,739.4,0.025588999999999997,2.54886,2.42,1009.0,244.48,13.56,314.0,5480.0,4.5089999999999995,0.865,0.881
2959,1,0.014,2.752,981.4,0.028274,3.3687,2.3,772.0,83.86,21.843,178.0,5409.0,4.609,0.746,0.835
2960,1,0.319,1.87,47.5,0.006282,2.78926,0.36,887.0,145.69,9.66,519.0,4729.0,4.726,0.525,0.534
2961,1,0.02,2.2748,1027.7,0.028819,3.58883,2.51,924.0,172.6,15.8754,288.0,5351.0,4.582,0.796,0.89
2962,1,0.027,1.8385,1209.3,0.031664,17.17009,3.98,873.0,137.08,49.42,117.0,5770.0,4.289,1.152,0.942
2963,1,0.049,4.0185,322.8,0.016453,0.80033,2.56,1246.0,569.5,11.3257,232.0,6181.0,4.22,1.424,1.231
2964,1,0.001,1.7547,905.5,0.027167,3.58201,2.89,1365.0,821.44,9.431,632.0,5703.0,4.498,0.975,1.091
2965,0,0.978,5.055,231.7,0.01875,0.017480000000000002,1.58,756.0,77.02,4.71,126.0,5834.0,4.591,0.774,0.862
2966,1,0.038,4.634,126.1,0.010353,0.6919,1.13,994.0,230.28,13.17,161.0,6347.0,4.4639999999999995,0.996,1.053
2967,1,0.553,5.2677,1156.4,0.032166,0.2483,3.89,1069.0,308.76,8.14,214.0,6026.0,4.3660000000000005,1.108,1.038
2968,1,0.502,1.8073,332.8,0.016937999999999998,2.02181,1.46,1166.0,437.85,7.58,665.0,5103.0,4.562,0.787,0.823
2969,1,0.76,1.6011,354.5,0.018946,2.4306099999999997,1.63,948.0,190.67,12.21,325.0,5103.0,4.562,0.787,0.823
2970,1,0.514,2.7975,760.4,0.025899000000000002,1.7624799999999998,2.54,932.0,178.27,15.82,201.0,5822.0,4.529,0.898,0.994
2971,1,0.022,2.7374,1317.4,0.032904,3.17236,3.21,888.0,147.07,20.1734,190.0,5713.0,4.541,0.893,1.01
2972,1,0.467,5.231,35.7,0.00557,0.5824199999999999,0.75,849.0,122.88,18.16,89.0,5888.0,4.275,1.227,1.036
2973,0,0.911,1.8931,13756.0,0.14122200000000001,2.2105,14.88,1033.0,269.19,15.1,199.0,5936.0,4.501,0.965,1.075
2974,1,0.786,3.5764,942.3,0.030924,0.89274,3.84,805.0,99.08,23.2,81.0,6072.0,4.328,1.138,1.004
2975,1,0.435,2.6602,1798.0,0.038975,9.26987,4.2,586.0,27.93,66.7,54.0,5312.0,4.3839999999999995,0.986,0.859
2976,1,0.013,5.4154,959.1,0.027673000000000003,2.4753700000000003,2.98,487.0,13.29,62.26,31.0,5312.0,4.3839999999999995,0.986,0.859
2977,1,0.188,6.822,770.4,0.024911000000000003,3.18108,2.68,349.0,3.49,132.1,11.0,5312.0,4.3839999999999995,0.986,0.859
2978,0,0.287,8.519,748.0,0.024773,5.0179599999999995,2.2,214.0,0.49,341.0,3.0,5284.0,4.523,0.812,0.804
2979,1,0.016,1.7664,465.8,0.019515,2.54733,1.59,1313.0,704.5,6.877,836.0,5409.0,4.609,0.746,0.835
2980,1,0.008,4.7743,1072.5,0.029532,2.89759,2.41,468.0,11.36,56.439,34.0,5409.0,4.609,0.746,0.835
2981,0,0.014,9.3113,1611.7,0.037786,0.27909,10.45,1481.0,1135.6,20.3363,57.0,9974.0,4.048,2.533,2.615
2982,0,1.232,3.1008,557.4,0.256173,0.02667,26.6,1051.0,288.29,3.28,269.0,5724.0,4.428999999999999,0.951,0.887
2983,1,0.594,3.0384,817.4,0.027166000000000003,0.85703,2.51,978.0,216.54,10.14,215.0,5631.0,4.5569999999999995,0.847,0.946
2984,1,0.043,3.3603,746.8,0.024495,2.28537,2.88,846.0,121.26,22.293,144.0,5386.0,4.322,1.076,0.886
2985,1,0.336,5.6957,951.3,0.028035,4.0488800000000005,3.29,392.0,5.55,126.0,15.0,5386.0,4.322,1.076,0.886
2986,1,0.568,2.2013,727.3,0.025416,10.12412,2.99,656.0,43.8,60.9,59.0,5386.0,4.322,1.076,0.886
2987,0,0.026,1.1829,1288.9,0.032684,11.37543,2.87,1266.0,608.26,13.502,656.0,5559.0,4.578,0.803,0.899
2988,1,0.595,2.3494,538.6,0.022096,4.08831,2.08,764.0,80.52,29.6,123.0,5749.0,4.547,0.864,0.961
2989,0,0.702,1.013,1732.0,0.041128,72.24880999999999,0.53,161.0,0.16,113.4,39.0,2703.0,5.274,0.118,0.096
2990,1,0.919,1.0668,5057.6,0.087283,5.05754,5.78,690.0,53.6,15.376,363.0,4004.0,4.659,0.606,0.611
2991,1,0.016,8.577,747.0,0.024748,2.18379,2.41,318.0,2.43,138.6,9.0,5713.0,4.541,0.893,1.01
2992,1,0.763,2.7004,800.2,0.028421,0.84214,2.69,857.0,127.64,11.63,225.0,5105.0,4.468999999999999,0.868,0.81
2993,1,0.663,3.3104,636.1,0.024388999999999997,7.27164,2.78,472.0,11.72,118.4,20.0,5918.0,4.4030000000000005,1.043,1.003
2994,1,0.845,3.0049,605.5,0.026036,1.08804,2.47,596.0,29.74,26.3,68.0,5105.0,4.468999999999999,0.868,0.81
2995,1,0.934,3.432,300.1,0.020312,0.14635,1.93,722.0,64.29,9.14,129.0,5105.0,4.468999999999999,0.868,0.81
2996,1,0.055,6.8569,3753.8,0.056473,0.21298000000000003,13.44,1482.0,1140.56,8.1021,156.0,6490.0,3.9419999999999997,2.179,1.516
2997,1,0.048,4.0077,2791.6,0.047441000000000004,1.29335,4.17,760.0,78.72,17.164,127.0,5246.0,4.501,0.805,0.748
2998,1,0.468,2.7075,1709.0,0.0382,4.18804,2.53,483.0,12.87,32.4,83.0,4200.0,4.664,0.607,0.622
2999,1,0.074,2.57,200.8,0.012708,4.783919999999999,0.84,530.0,18.69,28.0,112.0,4200.0,4.664,0.607,0.622
3000,1,0.681,4.295,616.7,0.024125,15.69401,2.94,286.0,1.58,449.0,4.0,5933.0,4.342,1.115,0.998
3001,1,0.013,3.1404,1096.6,0.029843,5.6128800000000005,2.82,621.0,35.13,47.27,71.0,5402.0,4.452,0.865,0.774
3002,1,0.049,3.382,98.1,0.008912,4.36916,0.9,628.0,36.82,44.5677,60.0,5465.0,4.449,0.925,0.876
3003,1,0.012,3.6688,1080.6,0.029539999999999997,3.2073400000000003,2.22,553.0,22.05,36.887,78.0,5211.0,4.643,0.689,0.766
3004,0,0.978,5.396,1089.3,0.045085,0.04919,4.89,731.0,67.59,9.41,79.0,6153.0,4.471,0.993,1.065
3005,1,0.024,5.1364,748.1,0.024673,1.4848299999999999,2.78,646.0,41.24,33.8,63.0,5565.0,4.361000000000001,1.03,0.889
3006,0,1.17,6.46,193.0,0.183356,0.06188,30.53,325.0,2.62,74.4,3.0,5798.0,4.025,1.525,0.899
3007,1,0.017,3.0427,668.2,0.023499000000000003,2.46084,2.19,858.0,128.18,19.687,179.0,5657.0,4.508,0.855,0.858
3008,1,0.671,3.3427,563.5,0.023007,0.97711,2.03,803.0,98.22,16.56,141.0,5684.0,4.493,0.808,0.741
3009,1,0.847,3.0619,658.0,0.02667,0.25046999999999997,2.87,1176.0,453.2,6.18,317.0,6123.0,4.4719999999999995,0.987,1.053
3010,1,0.88,4.3808,744.5,0.029514,0.25528,2.95,656.0,43.72,15.46,83.0,5372.0,4.434,0.916,0.832
3011,1,0.113,3.1341,99.7,0.009153,0.6065699999999999,1.42,1740.0,2162.35,5.3,576.0,6181.0,4.22,1.424,1.231
